Invoice,InvoiceDate,Customer ID,StockCode,Description,Quantity,Price,Revenue,Country
489672,12/2/2009 9:21,14831,84509B,Fairy Cake Placemats,4,6.95,27.8,United Kingdom
489672,12/2/2009 9:21,14831,84991,60 Teatime Fairy Cake Cases,72,6.95,500.4,United Kingdom
489672,12/2/2009 9:21,14831,84987,Set Of 36 Teatime Paper Doilies,24,6.95,166.8,United Kingdom
489672,12/2/2009 9:21,14831,37503,Tea Time Cake Stand In Gift Box,8,6.95,55.6,United Kingdom
489672,12/2/2009 9:21,14831,72741,Grand Chocolatecandle,9,6.95,62.55,United Kingdom
489673,12/2/2009 9:23,14831,22195,Heart Measuring Spoons Large,12,6.95,83.4,United Kingdom
489673,12/2/2009 9:23,14831,21658,Glass  Beurre Dish,4,6.95,27.8,United Kingdom
489673,12/2/2009 9:23,14831,22197,"Popcorn Holder , Small ",12,6.95,83.4,United Kingdom
489673,12/2/2009 9:23,14831,21531,Retro Spot Sugar Jam Bowl,6,6.95,41.7,United Kingdom
489674,12/2/2009 9:35,15602,22336,Dove Decoration Painted Zinc ,24,6.95,166.8,United Kingdom
489674,12/2/2009 9:35,15602,22339,Christmas Tree Painted Zinc ,24,6.95,166.8,United Kingdom
489674,12/2/2009 9:35,15602,22338,Star Decoration Painted Zinc ,24,6.95,166.8,United Kingdom
489674,12/2/2009 9:35,15602,22335,Heart Decoration Painted Zinc ,24,6.95,166.8,United Kingdom
489674,12/2/2009 9:35,15602,21811,Christmas Hanging Heart With Bell,12,6.95,83.4,United Kingdom
489674,12/2/2009 9:35,15602,21809,Christmas Hanging Tree With Bell,12,6.95,83.4,United Kingdom
489674,12/2/2009 9:35,15602,21810,Christmas Hanging Star With Bell,12,6.95,83.4,United Kingdom
489674,12/2/2009 9:35,15602,21351,Cinammon & Orange Wreath,6,6.95,41.7,United Kingdom
489674,12/2/2009 9:35,15602,21349,Ivy Heart Wreath,2,6.95,13.9,United Kingdom
489674,12/2/2009 9:35,15602,22153,Angel Decoration Stars On Dress,48,6.95,333.6,United Kingdom
489674,12/2/2009 9:35,15602,85112,S/3 Tear Drop Cut Glass Decoration,12,6.95,83.4,United Kingdom
489674,12/2/2009 9:35,15602,84832,Zinc Willie Winkie  Candle Stick,12,6.95,83.4,United Kingdom
489674,12/2/2009 9:35,15602,84970S,Hanging Heart Zinc T-Light Holder,12,6.95,83.4,United Kingdom
489674,12/2/2009 9:35,15602,85123A,White Hanging Heart T-Light Holder,6,6.95,41.7,United Kingdom
489674,12/2/2009 9:35,15602,22178,Victorian Glass Hanging T-Light,12,6.95,83.4,United Kingdom
489674,12/2/2009 9:35,15602,79534,Multicolour Glass Plate,12,6.95,83.4,United Kingdom
489674,12/2/2009 9:35,15602,35594,Wooden Christmas Tree 3 Hanging,12,6.95,83.4,United Kingdom
489675,12/2/2009 9:47,13777,21842,Pink Heart Candy Button Calculator,48,6.95,333.6,United Kingdom
489675,12/2/2009 9:47,13777,15056BL,Edwardian Parasol Black,240,6.95,1668,United Kingdom
489675,12/2/2009 9:47,13777,21864,Union Jack Flag Passport Cover ,48,6.95,333.6,United Kingdom
489675,12/2/2009 9:47,13777,84050,Pink Heart Shape Egg Frying Pan,120,6.95,834,United Kingdom
489675,12/2/2009 9:47,13777,84029E,Red Woolly Hottie White Heart.,168,6.95,1167.6,United Kingdom
489675,12/2/2009 9:47,13777,20971,Pink Blue Felt Craft Trinket Box,240,6.95,1668,United Kingdom
489675,12/2/2009 9:47,13777,82615,Pink Marshmallow Scarf Knitting Kit,48,6.95,333.6,United Kingdom
489675,12/2/2009 9:47,13777,20679,Edwardian Parasol Red,120,6.95,834,United Kingdom
489675,12/2/2009 9:47,13777,21354,Toast Its - Best Mum,12,6.95,83.4,United Kingdom
489675,12/2/2009 9:47,13777,22095,Lads Only Tissue Box,60,6.95,417,United Kingdom
489675,12/2/2009 9:47,13777,72023F,Red Organic Candle In Glass,96,6.95,667.2,United Kingdom
489675,12/2/2009 9:47,13777,85038,6 Chocolate Love Heart T-Lights,48,6.95,333.6,United Kingdom
489675,12/2/2009 9:47,13777,20934,Set/3 Pot Plant Candles,16,6.95,111.2,United Kingdom
489675,12/2/2009 9:47,13777,21107,Cream Slice Flannel Pink Spot ,48,6.95,333.6,United Kingdom
489675,12/2/2009 9:47,13777,85099B,Jumbo Bag Red White Spotty ,60,6.95,417,United Kingdom
489675,12/2/2009 9:47,13777,85123A,White Hanging Heart T-Light Holder,64,6.95,444.8,United Kingdom
489675,12/2/2009 9:47,13777,20727,Lunch Bag  Black Skull.,50,6.95,347.5,United Kingdom
489675,12/2/2009 9:47,13777,22041,"Record Frame 7 Single Size """"",240,6.95,1668,United Kingdom
489675,12/2/2009 9:47,13777,21610,Set 12 Pear Botanical T-Lights,48,6.95,333.6,United Kingdom
489675,12/2/2009 9:47,13777,85174,S/4 Cacti Candles,48,6.95,333.6,United Kingdom
489675,12/2/2009 9:47,13777,72802A,Rose Scent Candle In Jewelled Box,48,6.95,333.6,United Kingdom
489675,12/2/2009 9:47,13777,35004C,Set Of 3 Coloured  Flying Ducks,60,6.95,417,United Kingdom
489676,12/2/2009 9:49,13777,22095,Lads Only Tissue Box,120,6.95,834,United Kingdom
489676,12/2/2009 9:49,13777,72023F,Red Organic Candle In Glass,240,6.95,1668,United Kingdom
489676,12/2/2009 9:49,13777,21864,Union Jack Flag Passport Cover ,120,6.95,834,United Kingdom
489676,12/2/2009 9:49,13777,21107,Cream Slice Flannel Pink Spot ,120,6.95,834,United Kingdom
489676,12/2/2009 9:49,13777,85220,Small Fairy Cake Fridge Magnets,240,6.95,1668,United Kingdom
489677,12/2/2009 9:50,14000,21341,Kasbah Lantern With Glass ,24,6.95,166.8,United Kingdom
489677,12/2/2009 9:50,14000,21323,Hanging Medina Lantern Large,24,6.95,166.8,United Kingdom
489678,12/2/2009 9:57,16823,22023,Empire Birthday Card,1,6.95,6.95,United Kingdom
489678,12/2/2009 9:57,16823,22030,Swallows Greeting Card,12,6.95,83.4,United Kingdom
489678,12/2/2009 9:57,16823,21504,Skulls Greeting Card,12,6.95,83.4,United Kingdom
489678,12/2/2009 9:57,16823,21340,Classic Metal Birdcage Plant Holder,1,6.95,6.95,United Kingdom
489678,12/2/2009 9:57,16823,21347,Gothic Carriage Lantern,4,6.95,27.8,United Kingdom
489678,12/2/2009 9:57,16823,22076,6 Ribbons Empire  ,3,6.95,20.85,United Kingdom
489678,12/2/2009 9:57,16823,85049E,Scandinavian Reds Ribbons,5,6.95,34.75,United Kingdom
489678,12/2/2009 9:57,16823,21493, Vintage Design Gift Tags,8,6.95,55.6,United Kingdom
489678,12/2/2009 9:57,16823,22082,Ribbon Reel Stripes Design ,2,6.95,13.9,United Kingdom
489678,12/2/2009 9:57,16823,84347,Rotating Silver Angels T-Light Hldr,19,6.95,132.05,United Kingdom
489678,12/2/2009 9:57,16823,21122,Set/10 Pink Spotty Party Candles,1,6.95,6.95,United Kingdom
489678,12/2/2009 9:57,16823,21126,Set Of 6 Girls Celebration Candles,1,6.95,6.95,United Kingdom
489678,12/2/2009 9:57,16823,22349,"Dog Bowl , Chasing Ball Design",1,6.95,6.95,United Kingdom
489678,12/2/2009 9:57,16823,22079,Ribbon Reel Hearts Design ,4,6.95,27.8,United Kingdom
489678,12/2/2009 9:57,16823,21490,Set Of Three 50'S Gift Wraps ,3,6.95,20.85,United Kingdom
489678,12/2/2009 9:57,16823,22303,Coffee Mug Apples Design,6,6.95,41.7,United Kingdom
489678,12/2/2009 9:57,16823,22118,Joy Wooden Block Letters,2,6.95,13.9,United Kingdom
489678,12/2/2009 9:57,16823,84947,Antique Silver Tea Glass Engraved,6,6.95,41.7,United Kingdom
489678,12/2/2009 9:57,16823,84946,Antique Silver Tea Glass Etched,6,6.95,41.7,United Kingdom
489678,12/2/2009 9:57,16823,21016,Light Bird House Tree Decoration,16,6.95,111.2,United Kingdom
489679,12/2/2009 10:00,16163,21527,Retro Spot Traditional Teapot ,2,6.95,13.9,United Kingdom
489679,12/2/2009 10:00,16163,21733,Red Hanging Heart T-Light Holder,6,6.95,41.7,United Kingdom
489679,12/2/2009 10:00,16163,21843,Retro Spot Cake Stand,1,6.95,6.95,United Kingdom
489679,12/2/2009 10:00,16163,20692,Floral Elephant Soft Toy,3,6.95,20.85,United Kingdom
489679,12/2/2009 10:00,16163,22184,Cake Stand Victorian Filigree Large,2,6.95,13.9,United Kingdom
489679,12/2/2009 10:00,16163,21107,Cream Slice Flannel Pink Spot ,18,6.95,125.1,United Kingdom
489679,12/2/2009 10:00,16163,85232B,Set/3 Russian Doll Stacking Tins,6,6.95,41.7,United Kingdom
489679,12/2/2009 10:00,16163,22353,Lunchbox With Cutlery Fairy Cakes ,6,6.95,41.7,United Kingdom
489679,12/2/2009 10:00,16163,22086,Paper Chain Kit 50'S Christmas ,6,6.95,41.7,United Kingdom
489679,12/2/2009 10:00,16163,22169,Family Album White Picture Frame,2,6.95,13.9,United Kingdom
489679,12/2/2009 10:00,16163,21537,Retro Spots Pudding Bowl,4,6.95,27.8,United Kingdom
489679,12/2/2009 10:00,16163,71459,Hanging Jam Jar T-Light Holder,12,6.95,83.4,United Kingdom
489679,12/2/2009 10:00,16163,21299,Edwardian Toilet Roll Unit ,1,6.95,6.95,United Kingdom
489679,12/2/2009 10:00,16163,21578,Woodland Design  Cotton Tote Bag,12,6.95,83.4,United Kingdom
489679,12/2/2009 10:00,16163,84371,Big Pink Poodle,1,6.95,6.95,United Kingdom
489679,12/2/2009 10:00,16163,21080,Set/20 Red Spotty Paper Napkins ,12,6.95,83.4,United Kingdom
489679,12/2/2009 10:00,16163,21734,Small Marakesh Lantern On Stick,4,6.95,27.8,United Kingdom
489679,12/2/2009 10:00,16163,84879,Assorted Colour Bird Ornament,8,6.95,55.6,United Kingdom
489679,12/2/2009 10:00,16163,20685,Red Spotty Coir Doormat,6,6.95,41.7,United Kingdom
489679,12/2/2009 10:00,16163,22138,Baking Set 9 Piece Retrospot ,3,6.95,20.85,United Kingdom
489679,12/2/2009 10:00,16163,82483,Wood 2 Drawer Cabinet White Finish,3,6.95,20.85,United Kingdom
489679,12/2/2009 10:00,16163,22181,Snowstorm Photo Frame Fridge Magnet,12,6.95,83.4,United Kingdom
489679,12/2/2009 10:00,16163,22139,Retro Spot Tea Set Ceramic 11 Pc ,12,6.95,83.4,United Kingdom
489679,12/2/2009 10:00,16163,22134,Ladle Love Heart Red ,24,6.95,166.8,United Kingdom
489679,12/2/2009 10:00,16163,35979,Six String Scandinavian Heart Decs,12,6.95,83.4,United Kingdom
489679,12/2/2009 10:00,16163,21754,Home Building Block Word,3,6.95,20.85,United Kingdom
489679,12/2/2009 10:00,16163,21448,12 Daisy Pegs In Wood Box,12,6.95,83.4,United Kingdom
489679,12/2/2009 10:00,16163,22322,Bird Decoration Green  Spot,12,6.95,83.4,United Kingdom
489679,12/2/2009 10:00,16163,85048,15Cm Christmas Glass Ball 20 Lights,6,6.95,41.7,United Kingdom
489679,12/2/2009 10:00,16163,22321,Bird Decoration Red Spot,12,6.95,83.4,United Kingdom
489679,12/2/2009 10:00,16163,22030,Swallows Greeting Card,12,6.95,83.4,United Kingdom
489679,12/2/2009 10:00,16163,22027,Tea Party Birthday Card,12,6.95,83.4,United Kingdom
489679,12/2/2009 10:00,16163,21440,12 Mini Toadstool Pegs,12,6.95,83.4,United Kingdom
489679,12/2/2009 10:00,16163,84795C,Ocean Stripe Hammock ,2,6.95,13.9,United Kingdom
489679,12/2/2009 10:00,16163,21304,Arched Grey Mirror,1,6.95,6.95,United Kingdom
489679,12/2/2009 10:00,16163,85123A,White Hanging Heart T-Light Holder,6,6.95,41.7,United Kingdom
489679,12/2/2009 10:00,16163,21259,Victorian Sewing Box Small ,2,6.95,13.9,United Kingdom
489679,12/2/2009 10:00,16163,21258,Victorian Sewing Box Large,1,6.95,6.95,United Kingdom
489679,12/2/2009 10:00,16163,21485,Red Spot Heart Hot Water Bottle,3,6.95,20.85,United Kingdom
489679,12/2/2009 10:00,16163,85014B,Red/White Dots Ruffled Umbrella,3,6.95,20.85,United Kingdom
489679,12/2/2009 10:00,16163,21735,Two Door Curio Cabinet,2,6.95,13.9,United Kingdom
489679,12/2/2009 10:00,16163,21752,Glass Cake Stand Mirrored Base,1,6.95,6.95,United Kingdom
489681,12/2/2009 10:02,17998,35649,Vintage Bead Cosmetic Bag ,2,6.95,13.9,United Kingdom
489681,12/2/2009 10:02,17998,35646,Vintage Bead Pink Evening Bag,2,6.95,13.9,United Kingdom
489681,12/2/2009 10:02,17998,35651,Vintage Bead Pink Scarf ,1,6.95,6.95,United Kingdom
489681,12/2/2009 10:02,17998,35648,Vintage Bead Pink Purse ,1,6.95,6.95,United Kingdom
489681,12/2/2009 10:02,17998,84670,Japanese Crocheted Animal,36,6.95,250.2,United Kingdom
489681,12/2/2009 10:02,17998,21829,Dinosaur Keyrings Assorted,72,6.95,500.4,United Kingdom
489681,12/2/2009 10:02,17998,84270,Asstd Design Bubble Gum Ring,30,6.95,208.5,United Kingdom
489681,12/2/2009 10:02,17998,85227,Set/6 3D Kit Cards For Kids,12,6.95,83.4,United Kingdom
489681,12/2/2009 10:02,17998,85226C,Blue Pull Back Racing Car,11,6.95,76.45,United Kingdom
489681,12/2/2009 10:02,17998,16212,Funky Girlz Asst Magnetic Memo Pad,15,6.95,104.25,United Kingdom
489681,12/2/2009 10:02,17998,21034,Rex Cash+Carry Jumbo Shopper,1,6.95,6.95,United Kingdom
489680,12/2/2009 10:02,17193,21889,Wooden Box Of Dominoes,36,6.95,250.2,United Kingdom
489682,12/2/2009 10:08,15759,22121,Noel Wooden Block Letters ,3,6.95,20.85,United Kingdom
489682,12/2/2009 10:08,15759,22138,Baking Set 9 Piece Retrospot ,6,6.95,41.7,United Kingdom
489682,12/2/2009 10:08,15759,22273,Feltcraft Doll Molly,6,6.95,41.7,United Kingdom
489682,12/2/2009 10:08,15759,84568,Girls Alphabet Iron On Patches ,288,6.95,2001.6,United Kingdom
489683,12/2/2009 10:09,16131,48116,Door Mat Multicolour Stripe,2,6.95,13.9,United Kingdom
489683,12/2/2009 10:09,16131,35095B,Red Victorian Fabric Oval Box,24,6.95,166.8,United Kingdom
489683,12/2/2009 10:09,16131,35096A,Blue Victorian Fabric Heart Box,24,6.95,166.8,United Kingdom
489683,12/2/2009 10:09,16131,82582,Area Patrolled Metal Sign,72,6.95,500.4,United Kingdom
489683,12/2/2009 10:09,16131,84520B,Pack 20 English Rose Paper Napkins,12,6.95,83.4,United Kingdom
489683,12/2/2009 10:09,16131,84536A,English Rose Notebook A7 Size,16,6.95,111.2,United Kingdom
489683,12/2/2009 10:09,16131,79323W, White Cherry Lights,24,6.95,166.8,United Kingdom
489683,12/2/2009 10:09,16131,48184,Door Mat English Rose ,2,6.95,13.9,United Kingdom
489683,12/2/2009 10:09,16131,35646,Vintage Bead Pink Evening Bag,4,6.95,27.8,United Kingdom
489683,12/2/2009 10:09,16131,47503K,Assorted Floral Secateurs,24,6.95,166.8,United Kingdom
489683,12/2/2009 10:09,16131,84691,Pack 20 Dolly Pegs,24,6.95,166.8,United Kingdom
489683,12/2/2009 10:09,16131,84879,Assorted Colour Bird Ornament,24,6.95,166.8,United Kingdom
489683,12/2/2009 10:09,16131,48189,Door Mat Friendship ,2,6.95,13.9,United Kingdom
489683,12/2/2009 10:09,16131,84970L,Single Heart Zinc T-Light Holder,24,6.95,166.8,United Kingdom
489683,12/2/2009 10:09,16131,84990,60 Gold And Silver Fairy Cake Cases,24,6.95,166.8,United Kingdom
489683,12/2/2009 10:09,16131,85034A,3 Gardenia Morris Boxed Candles,24,6.95,166.8,United Kingdom
489683,12/2/2009 10:09,16131,85049C,Romantic Pinks Ribbons ,12,6.95,83.4,United Kingdom
489683,12/2/2009 10:09,16131,48194,Doormat Hearts,2,6.95,13.9,United Kingdom
489683,12/2/2009 10:09,16131,85123A,White Hanging Heart T-Light Holder,12,6.95,83.4,United Kingdom
489683,12/2/2009 10:09,16131,85222,Assorted Colour Silk Cosmetic Purse,12,6.95,83.4,United Kingdom
489683,12/2/2009 10:09,16131,85230F,Jasmine Votive Candle,24,6.95,166.8,United Kingdom
489683,12/2/2009 10:09,16131,20754,Retro Red Spotty Washing Up Gloves,6,6.95,41.7,United Kingdom
489683,12/2/2009 10:09,16131,20913,Set/5 Blue Spotty Lid Glass Bowls,6,6.95,41.7,United Kingdom
489683,12/2/2009 10:09,16131,20914,Set/5 Red Spotty Lid Glass Bowls,12,6.95,83.4,United Kingdom
489683,12/2/2009 10:09,16131,21041,Red Spotty Oven Glove Double,6,6.95,41.7,United Kingdom
489683,12/2/2009 10:09,16131,21042,Red Spotty Apron ,6,6.95,41.7,United Kingdom
489683,12/2/2009 10:09,16131,21080,Set/20 Red Spotty Paper Napkins ,24,6.95,166.8,United Kingdom
489683,12/2/2009 10:09,16131,21136,Painted Metal Pears Assorted,24,6.95,166.8,United Kingdom
489683,12/2/2009 10:09,16131,21154,Red Spotty Oven Glove ,10,6.95,69.5,United Kingdom
489683,12/2/2009 10:09,16131,21155,Red Spotty Peg Bag,12,6.95,83.4,United Kingdom
489683,12/2/2009 10:09,16131,21164,Home Sweet Home Metal Sign ,6,6.95,41.7,United Kingdom
489683,12/2/2009 10:09,16131,21172,Party Metal Sign ,12,6.95,83.4,United Kingdom
489683,12/2/2009 10:09,16131,21181,Please One Person  Metal Sign,12,6.95,83.4,United Kingdom
489683,12/2/2009 10:09,16131,21212,Pack Of 72 Retro Spot Cake Cases,24,6.95,166.8,United Kingdom
489683,12/2/2009 10:09,16131,21238,Red Spotty Cup,8,6.95,55.6,United Kingdom
489683,12/2/2009 10:09,16131,21255,"French Bottle , Lavender",12,6.95,83.4,United Kingdom
489683,12/2/2009 10:09,16131,21260,First Aid Tin,6,6.95,41.7,United Kingdom
489683,12/2/2009 10:09,16131,21286,Retro Spot Candle  Large,12,6.95,83.4,United Kingdom
489683,12/2/2009 10:09,16131,21313,Glass Heart T-Light Holder ,24,6.95,166.8,United Kingdom
489683,12/2/2009 10:09,16131,21359,Relax Large Wood Letters,2,6.95,13.9,United Kingdom
489683,12/2/2009 10:09,16131,21398,Red  Spotty Coffee  Mug,48,6.95,333.6,United Kingdom
489683,12/2/2009 10:09,16131,21529,Retro Spot Ceramic Toastrack,6,6.95,41.7,United Kingdom
489683,12/2/2009 10:09,16131,21534,Dairy Maid Large Milk Jug,3,6.95,20.85,United Kingdom
489683,12/2/2009 10:09,16131,21732,Red Hanging Metal Star Tlight Hldr,16,6.95,111.2,United Kingdom
489683,12/2/2009 10:09,16131,22196,Small Heart Measuring Spoons,24,6.95,166.8,United Kingdom
489683,12/2/2009 10:09,16131,22212,Four Hook  White Lovebirds,12,6.95,83.4,United Kingdom
489684,12/2/2009 10:15,14560,84990,60 Gold And Silver Fairy Cake Cases,48,6.95,333.6,United Kingdom
489684,12/2/2009 10:15,14560,21217,Red Spotty Round Cake Tins,5,6.95,34.75,United Kingdom
489684,12/2/2009 10:15,14560,84520B,Pack 20 English Rose Paper Napkins,12,6.95,83.4,United Kingdom
489684,12/2/2009 10:15,14560,21080,Set/20 Red Spotty Paper Napkins ,12,6.95,83.4,United Kingdom
489684,12/2/2009 10:15,14560,21210,Set Of 72 Retro Spot Paper  Doilies,24,6.95,166.8,United Kingdom
489684,12/2/2009 10:15,14560,37449,Ceramic Cake Stand + Hanging Cakes,4,6.95,27.8,United Kingdom
489684,12/2/2009 10:15,14560,21843,Retro Spot Cake Stand,6,6.95,41.7,United Kingdom
489684,12/2/2009 10:15,14560,22218,Cake Stand Lace White,3,6.95,20.85,United Kingdom
489684,12/2/2009 10:15,14560,22215,Cake Stand White Two Tier Lace,2,6.95,13.9,United Kingdom
489687,12/2/2009 10:41,17087,21837,Cross Stitch Alphabet Cushion Cover,3,6.95,20.85,United Kingdom
489687,12/2/2009 10:41,17087,20675,Blue Spotty Bowl,8,6.95,55.6,United Kingdom
489687,12/2/2009 10:41,17087,22086,Paper Chain Kit 50'S Christmas ,6,6.95,41.7,United Kingdom
489687,12/2/2009 10:41,17087,22111,Scottie Dog Hot Water Bottle,3,6.95,20.85,United Kingdom
489687,12/2/2009 10:41,17087,22112,Chocolate Hot Water Bottle,3,6.95,20.85,United Kingdom
489687,12/2/2009 10:41,17087,21691,Silver Vanilla Flower Candle Pot,4,6.95,27.8,United Kingdom
489687,12/2/2009 10:41,17087,21133,Painted Bird Assorted Christmas,12,6.95,83.4,United Kingdom
489687,12/2/2009 10:41,17087,21591,Cosy Hour Cigar Box Matches ,24,6.95,166.8,United Kingdom
489687,12/2/2009 10:41,17087,21584,Retro Spot Small Tube Matches,20,6.95,139,United Kingdom
489687,12/2/2009 10:41,17087,21407,Brown Check Cat Doorstop ,3,6.95,20.85,United Kingdom
489687,12/2/2009 10:41,17087,47505,Minature Coloured Gardening Set,3,6.95,20.85,United Kingdom
489687,12/2/2009 10:41,17087,21640,Assorted Tutti Frutti  Fob Notebook,24,6.95,166.8,United Kingdom
489688,12/2/2009 10:42,14894,85047,White Beaded Garland String 20Light,6,6.95,41.7,United Kingdom
489688,12/2/2009 10:42,14894,79323LP,Light Pink Cherry Lights,24,6.95,166.8,United Kingdom
489688,12/2/2009 10:42,14894,79323W, White Cherry Lights,24,6.95,166.8,United Kingdom
489695,12/2/2009 10:48,16202,22415,White Tissue Ream,1,6.95,6.95,United Kingdom
489695,12/2/2009 10:48,16202,22121,Noel Wooden Block Letters ,3,6.95,20.85,United Kingdom
489695,12/2/2009 10:48,16202,22295,Heart Filigree Dove Large,12,6.95,83.4,United Kingdom
489695,12/2/2009 10:48,16202,21485,Red Spot Heart Hot Water Bottle,3,6.95,20.85,United Kingdom
489695,12/2/2009 10:48,16202,85014D,Pink/Brown Dots Ruffled Umbrella,3,6.95,20.85,United Kingdom
489695,12/2/2009 10:48,16202,85014B,Red/White Dots Ruffled Umbrella,3,6.95,20.85,United Kingdom
489695,12/2/2009 10:48,16202,72760B,Vintage Cream 3 Basket Cake Stand,4,6.95,27.8,United Kingdom
489695,12/2/2009 10:48,16202,85042,Antique Lily Fairy Lights,8,6.95,55.6,United Kingdom
489695,12/2/2009 10:48,16202,21790,Vintage Snap Cards,12,6.95,83.4,United Kingdom
489695,12/2/2009 10:48,16202,21889,Wooden Box Of Dominoes,12,6.95,83.4,United Kingdom
489695,12/2/2009 10:48,16202,21912,Vintage Snakes & Ladders,4,6.95,27.8,United Kingdom
489695,12/2/2009 10:48,16202,85031B,Blossom Images Scrap Book Set,24,6.95,166.8,United Kingdom
489695,12/2/2009 10:48,16202,85123A,White Hanging Heart T-Light Holder,6,6.95,41.7,United Kingdom
489695,12/2/2009 10:48,16202,21955,Union Jack Guns & Roses  Doormat,2,6.95,13.9,United Kingdom
489695,12/2/2009 10:48,16202,21672,White Spot Red Ceramic Drawer Knob,24,6.95,166.8,United Kingdom
489699,12/2/2009 10:51,16700,85099C,Jumbo  Bag Baroque Black White,20,6.95,139,United Kingdom
489699,12/2/2009 10:51,16700,21931,Jumbo Storage Bag Suki,10,6.95,69.5,United Kingdom
489699,12/2/2009 10:51,16700,21930,Jumbo Storage Bag Skulls,10,6.95,69.5,United Kingdom
489699,12/2/2009 10:51,16700,21212,Pack Of 72 Retro Spot Cake Cases,24,6.95,166.8,United Kingdom
489699,12/2/2009 10:51,16700,21833,Camouflage Led Torch,12,6.95,83.4,United Kingdom
489699,12/2/2009 10:51,16700,22131,Food Container Set 3 Love Heart ,6,6.95,41.7,United Kingdom
489699,12/2/2009 10:51,16700,22111,Scottie Dog Hot Water Bottle,3,6.95,20.85,United Kingdom
489699,12/2/2009 10:51,16700,22216,T-Light Holder White Lace,12,6.95,83.4,United Kingdom
489699,12/2/2009 10:51,16700,22224,White Lovebird Lantern,6,6.95,41.7,United Kingdom
489699,12/2/2009 10:51,16700,22083,Paper Chain Kit Retro Spot,6,6.95,41.7,United Kingdom
489699,12/2/2009 10:51,16700,22086,Paper Chain Kit 50'S Christmas ,6,6.95,41.7,United Kingdom
489699,12/2/2009 10:51,16700,22348,Tea Bag Plate Red Spotty ,12,6.95,83.4,United Kingdom
489699,12/2/2009 10:51,16700,22355,"Charlotte Bag , Suki Design",20,6.95,139,United Kingdom
489699,12/2/2009 10:51,16700,22356,"Charlotte Bag , Pink/White Spots",10,6.95,69.5,United Kingdom
489699,12/2/2009 10:51,16700,84879,Assorted Colour Bird Ornament,8,6.95,55.6,United Kingdom
489699,12/2/2009 10:51,16700,85132C,Charlie And Lola Figures Tins,1,6.95,6.95,United Kingdom
489699,12/2/2009 10:51,16700,21100,Charlie And Lola Charlotte Bag,10,6.95,69.5,United Kingdom
489699,12/2/2009 10:51,16700,85099B,Jumbo Bag Red White Spotty ,10,6.95,69.5,United Kingdom
489699,12/2/2009 10:51,16700,21746,Small Red Spot  Windmill,12,6.95,83.4,United Kingdom
489699,12/2/2009 10:51,16700,21210,Set Of 72 Retro Spot Paper  Doilies,12,6.95,83.4,United Kingdom
489699,12/2/2009 10:51,16700,20681,Pink Spotty Childs Umbrella,6,6.95,41.7,United Kingdom
489699,12/2/2009 10:51,16700,21238,Red Spotty Cup,8,6.95,55.6,United Kingdom
489699,12/2/2009 10:51,16700,21527,Retro Spot Traditional Teapot ,2,6.95,13.9,United Kingdom
489699,12/2/2009 10:51,16700,21531,Retro Spot Sugar Jam Bowl,6,6.95,41.7,United Kingdom
489699,12/2/2009 10:51,16700,21535,Retro Spot Small Milk Jug,6,6.95,41.7,United Kingdom
489705,12/2/2009 10:52,16700,22207,Frying Pan Union Flag,4,6.95,27.8,United Kingdom
489702,12/2/2009 10:52,17511,22086,Paper Chain Kit 50'S Christmas ,280,6.95,1946,United Kingdom
489702,12/2/2009 10:52,17511,85123A,White Hanging Heart T-Light Holder,64,6.95,444.8,United Kingdom
489702,12/2/2009 10:52,17511,85065,Cream Sweetheart Trays,10,6.95,69.5,United Kingdom
489702,12/2/2009 10:52,17511,20685,Red Spotty Coir Doormat,10,6.95,69.5,United Kingdom
489702,12/2/2009 10:52,17511,20961,Strawberry Bath Sponge ,10,6.95,69.5,United Kingdom
489702,12/2/2009 10:52,17511,20963,Apple Bath Sponge,10,6.95,69.5,United Kingdom
489702,12/2/2009 10:52,17511,20966,Sandwich Bath Sponge,10,6.95,69.5,United Kingdom
489702,12/2/2009 10:52,17511,20960,Watermelon Bath Sponge,10,6.95,69.5,United Kingdom
489702,12/2/2009 10:52,17511,22197,"Popcorn Holder , Small ",120,6.95,834,United Kingdom
489702,12/2/2009 10:52,17511,21238,Red Spotty Cup,96,6.95,667.2,United Kingdom
489702,12/2/2009 10:52,17511,21241,Green Spotty Cup,96,6.95,667.2,United Kingdom
489702,12/2/2009 10:52,17511,20677,Pink Spotty Bowl,72,6.95,500.4,United Kingdom
489702,12/2/2009 10:52,17511,20675,Blue Spotty Bowl,72,6.95,500.4,United Kingdom
489702,12/2/2009 10:52,17511,20674,Green Spotty Bowl,72,6.95,500.4,United Kingdom
489702,12/2/2009 10:52,17511,21212,Pack Of 72 Retro Spot Cake Cases,120,6.95,834,United Kingdom
489702,12/2/2009 10:52,17511,21094,Set/6 Red Spotty Paper Plates,96,6.95,667.2,United Kingdom
489702,12/2/2009 10:52,17511,21086,Set/6 Red Spotty Paper Cups,48,6.95,333.6,United Kingdom
489702,12/2/2009 10:52,17511,20979,36 Pencils Tube Red Spotty,128,6.95,889.6,United Kingdom
489702,12/2/2009 10:52,17511,22109,Full English Breakfast Plate,16,6.95,111.2,United Kingdom
489702,12/2/2009 10:52,17511,21217,Red Spotty Round Cake Tins,12,6.95,83.4,United Kingdom
489702,12/2/2009 10:52,17511,21791,Vintage Heads And Tails Card Game ,72,6.95,500.4,United Kingdom
