Invoice,InvoiceDate,Customer ID,StockCode,Description,Quantity,Price,Revenue,Country,TotalAmount
489645,2009-12-01 16:34:00,17191,20831,Gold Photo Frame,3.0,6.95,20.85,United Kingdom,20.85
489645,2009-12-01 16:34:00,17191,79067,Corona Mexican Tray,3.0,6.95,20.85,United Kingdom,20.85
489645,2009-12-01 16:34:00,17191,84533B,Fairy Cakes Round Nesting Boxes,2.0,6.95,13.9,United Kingdom,13.9
489645,2009-12-01 16:34:00,17191,22173,Metal 4 Hook Hanger French Chateau,4.0,6.95,27.8,United Kingdom,27.8
489645,2009-12-01 16:34:00,17191,84792,Enchanted Bird Coathanger 5 Hook,1.0,6.95,6.95,United Kingdom,6.95
489645,2009-12-01 16:34:00,17191,85123A,White Hanging Heart T-Light Holder,2.0,6.95,13.9,United Kingdom,13.9
489645,2009-12-01 16:34:00,17191,21272,Salle De Bain Hook,2.0,6.95,13.9,United Kingdom,13.9
489645,2009-12-01 16:34:00,17191,21164,Home Sweet Home Metal Sign ,3.0,6.95,20.85,United Kingdom,20.85
489645,2009-12-01 16:34:00,17191,82551,Laundry 15C Metal Sign,2.0,6.95,13.9,United Kingdom,13.9
489645,2009-12-01 16:34:00,17191,84406B,Cream Cupid Hearts Coat Hanger,2.0,6.95,13.9,United Kingdom,13.9
489650,2009-12-01 16:44:00,13748,21490,Set Of Three 50'S Gift Wraps ,20.0,6.95,139.0,United Kingdom,139.0
489650,2009-12-01 16:44:00,13748,22086,Paper Chain Kit 50'S Christmas ,12.0,6.95,83.4,United Kingdom,83.4
489650,2009-12-01 16:44:00,13748,22294,Heart Filigree Dove  Small,24.0,6.95,166.8,United Kingdom,166.8
489650,2009-12-01 16:44:00,13748,22212,Four Hook  White Lovebirds,6.0,6.95,41.7,United Kingdom,41.7
489650,2009-12-01 16:44:00,13748,22295,Heart Filigree Dove Large,12.0,6.95,83.4,United Kingdom,83.4
489650,2009-12-01 16:44:00,13748,22214,Candle Plate Lace White,6.0,6.95,41.7,United Kingdom,41.7
489650,2009-12-01 16:44:00,13748,85152,Hand Over The Chocolate   Sign ,10.0,6.95,69.5,United Kingdom,69.5
489652,2009-12-01 17:08:00,15265,22186,Red Star Card Holder,6.0,6.95,41.7,United Kingdom,41.7
489652,2009-12-01 17:08:00,15265,21349,Ivy Heart Wreath,2.0,6.95,13.9,United Kingdom,13.9
489652,2009-12-01 17:08:00,15265,85184C,S/4 Valentine Decoupage Heart Box,6.0,6.95,41.7,United Kingdom,41.7
489652,2009-12-01 17:08:00,15265,21108,Fairy Cake Flannel Assorted Colour,9.0,6.95,62.55,United Kingdom,62.550000000000004
489652,2009-12-01 17:08:00,15265,21556,Ceramic Strawberry Money Box,6.0,6.95,41.7,United Kingdom,41.7
489652,2009-12-01 17:08:00,15265,22065,Christmas Pudding Trinket Pot ,12.0,6.95,83.4,United Kingdom,83.4
489652,2009-12-01 17:08:00,15265,22139,Retro Spot Tea Set Ceramic 11 Pc ,3.0,6.95,20.85,United Kingdom,20.85
489652,2009-12-01 17:08:00,15265,21112,"Swiss Roll Towel, Pink  Spots",6.0,6.95,41.7,United Kingdom,41.7
489652,2009-12-01 17:08:00,15265,21111,"Swiss Roll Towel, Chocolate  Spots",6.0,6.95,41.7,United Kingdom,41.7
489652,2009-12-01 17:08:00,15265,37502,Tea Time Mug In Gift Box,6.0,6.95,41.7,United Kingdom,41.7
489652,2009-12-01 17:08:00,15265,85041,Set/4 Pink Orchid Candles In Bowl,12.0,6.95,83.4,United Kingdom,83.4
489652,2009-12-01 17:08:00,15265,85034A,3 Gardenia Morris Boxed Candles,4.0,6.95,27.8,United Kingdom,27.8
489652,2009-12-01 17:08:00,15265,72807A,Set/3 Rose Candle In Jewelled Box,4.0,6.95,27.8,United Kingdom,27.8
489652,2009-12-01 17:08:00,15265,21640,Assorted Tutti Frutti  Fob Notebook,24.0,6.95,166.8,United Kingdom,166.8
489652,2009-12-01 17:08:00,15265,21642,Assorted Tutti Frutti Pen,24.0,6.95,166.8,United Kingdom,166.8
489652,2009-12-01 17:08:00,15265,21136,Painted Metal Pears Assorted,8.0,6.95,55.6,United Kingdom,55.6
489652,2009-12-01 17:08:00,15265,84879,Assorted Colour Bird Ornament,8.0,6.95,55.6,United Kingdom,55.6
489654,2009-12-01 17:19:00,15750,20713,Jumbo Bag Owls,3.0,6.95,20.85,United Kingdom,20.85
489654,2009-12-01 17:19:00,15750,21931,Jumbo Storage Bag Suki,3.0,6.95,20.85,United Kingdom,20.85
489654,2009-12-01 17:19:00,15750,85099F,Jumbo Bag Strawberry,3.0,6.95,20.85,United Kingdom,20.85
489654,2009-12-01 17:19:00,15750,20716,Party Food Shopper Bag,3.0,6.95,20.85,United Kingdom,20.85
489654,2009-12-01 17:19:00,15750,20730,Strawberry Candy Bag,3.0,6.95,20.85,United Kingdom,20.85
489654,2009-12-01 17:19:00,15750,20729,Red Spotty Candy Bag,3.0,6.95,20.85,United Kingdom,20.85
489654,2009-12-01 17:19:00,15750,21181,Please One Person  Metal Sign,7.0,6.95,48.65,United Kingdom,48.65
489654,2009-12-01 17:19:00,15750,22165,"Diamante Heart Shaped Wall Mirror, ",1.0,6.95,6.95,United Kingdom,6.95
489654,2009-12-01 17:19:00,15750,22167,"Wall Mirror , Diamante Oval Shape",1.0,6.95,6.95,United Kingdom,6.95
489654,2009-12-01 17:19:00,15750,37343,Spots Design Mug W Pink Inside,12.0,6.95,83.4,United Kingdom,83.4
489654,2009-12-01 17:19:00,15750,21535,Retro Spot Small Milk Jug,2.0,6.95,13.9,United Kingdom,13.9
489654,2009-12-01 17:19:00,15750,21527,Retro Spot Traditional Teapot ,2.0,6.95,13.9,United Kingdom,13.9
489654,2009-12-01 17:19:00,15750,21986,Pack Of 12 Pink Spot Tissues ,6.0,6.95,41.7,United Kingdom,41.7
489654,2009-12-01 17:19:00,15750,21980,Pack Of 12 Red Spotty Tissues ,6.0,6.95,41.7,United Kingdom,41.7
489654,2009-12-01 17:19:00,15750,22109,Full English Breakfast Plate,2.0,6.95,13.9,United Kingdom,13.9
489654,2009-12-01 17:19:00,15750,82494L,Wooden Frame Antique White ,6.0,6.95,41.7,United Kingdom,41.7
489654,2009-12-01 17:19:00,15750,84839,Sweetheart Key Cabinet,1.0,6.95,6.95,United Kingdom,6.95
489654,2009-12-01 17:19:00,15750,84508A,Camoflage Design Teddy,2.0,6.95,13.9,United Kingdom,13.9
489654,2009-12-01 17:19:00,15750,84670,Japanese Crocheted Animal,12.0,6.95,83.4,United Kingdom,83.4
489654,2009-12-01 17:19:00,15750,22139,Retro Spot Tea Set Ceramic 11 Pc ,2.0,6.95,13.9,United Kingdom,13.9
489654,2009-12-01 17:19:00,15750,21212,Pack Of 72 Retro Spot Cake Cases,6.0,6.95,41.7,United Kingdom,41.7
489654,2009-12-01 17:19:00,15750,22231,Jigsaw Tree With Birdhouse,4.0,6.95,27.8,United Kingdom,27.8
489654,2009-12-01 17:19:00,15750,10125,Mini Funky Design Tapes,4.0,6.95,27.8,United Kingdom,27.8
489654,2009-12-01 17:19:00,15750,21025,Space Frog,2.0,6.95,13.9,United Kingdom,13.9
489654,2009-12-01 17:19:00,15750,21031,Space Cadet Black,4.0,6.95,27.8,United Kingdom,27.8
489654,2009-12-01 17:19:00,15750,70007,Hi Tec Alpine Hand Warmer,4.0,6.95,27.8,United Kingdom,27.8
489654,2009-12-01 17:19:00,15750,22125,Union Jack Hot Water Bottle ,2.0,6.95,13.9,United Kingdom,13.9
489654,2009-12-01 17:19:00,15750,20886,Box Of 9 Pebble Candles,3.0,6.95,20.85,United Kingdom,20.85
489654,2009-12-01 17:19:00,15750,21586,Kings Choice Giant Tube Matches,3.0,6.95,20.85,United Kingdom,20.85
489654,2009-12-01 17:19:00,15750,21589,Swallow Giant Tube Matches,3.0,6.95,20.85,United Kingdom,20.85
489656,2009-12-01 17:28:00,17428,20770,Abstract Circle Journal ,18.0,6.95,125.1,United Kingdom,125.10000000000001
489656,2009-12-01 17:28:00,17428,22199,Frying Pan Red Polkadot ,8.0,6.95,55.6,United Kingdom,55.6
489656,2009-12-01 17:28:00,17428,22023,Empire Birthday Card,12.0,6.95,83.4,United Kingdom,83.4
489656,2009-12-01 17:28:00,17428,71477,Colour Glass. Star T-Light Holder,24.0,6.95,166.8,United Kingdom,166.8
489657,2009-12-01 17:28:00,17428,22349,"Dog Bowl , Chasing Ball Design",4.0,6.95,27.8,United Kingdom,27.8
489657,2009-12-01 17:28:00,17428,22350,Cat Bowl ,4.0,6.95,27.8,United Kingdom,27.8
489657,2009-12-01 17:28:00,17428,22294,Heart Filigree Dove  Small,24.0,6.95,166.8,United Kingdom,166.8
489656,2009-12-01 17:28:00,17428,16169D,Wrap Winter Forest,25.0,6.95,173.75,United Kingdom,173.75
489656,2009-12-01 17:28:00,17428,85048,15Cm Christmas Glass Ball 20 Lights,12.0,6.95,83.4,United Kingdom,83.4
489656,2009-12-01 17:28:00,17428,21732,Red Hanging Metal Star Tlight Hldr,16.0,6.95,111.2,United Kingdom,111.2
489656,2009-12-01 17:28:00,17428,85123A,White Hanging Heart T-Light Holder,32.0,6.95,222.4,United Kingdom,222.4
489656,2009-12-01 17:28:00,17428,21136,Painted Metal Pears Assorted,24.0,6.95,166.8,United Kingdom,166.8
489656,2009-12-01 17:28:00,17428,84879,Assorted Colour Bird Ornament,24.0,6.95,166.8,United Kingdom,166.8
489656,2009-12-01 17:28:00,17428,79323P,Pink Cherry Lights,48.0,6.95,333.6,United Kingdom,333.6
489656,2009-12-01 17:28:00,17428,79323W, White Cherry Lights,48.0,6.95,333.6,United Kingdom,333.6
489656,2009-12-01 17:28:00,17428,21100,Charlie And Lola Charlotte Bag,20.0,6.95,139.0,United Kingdom,139.0
489656,2009-12-01 17:28:00,17428,21839,Mummy Mouse Red Gingham Ribbon,6.0,6.95,41.7,United Kingdom,41.7
489656,2009-12-01 17:28:00,17428,21841,Baby Mouse Red Gingham Dress,6.0,6.95,41.7,United Kingdom,41.7
489656,2009-12-01 17:28:00,17428,20777,Chrysanthemum Notebook,12.0,6.95,83.4,United Kingdom,83.4
489656,2009-12-01 17:28:00,17428,20771,Chrysanthemum  Journal,12.0,6.95,83.4,United Kingdom,83.4
489656,2009-12-01 17:28:00,17428,20767,Blue Paisley Journal ,6.0,6.95,41.7,United Kingdom,41.7
489656,2009-12-01 17:28:00,17428,20773,Blue Paisley Notebook,6.0,6.95,41.7,United Kingdom,41.7
489656,2009-12-01 17:28:00,17428,20774,Green Fern Notebook,12.0,6.95,83.4,United Kingdom,83.4
489656,2009-12-01 17:28:00,17428,20776,Abstract Circles Notebook,12.0,6.95,83.4,United Kingdom,83.4
489656,2009-12-01 17:28:00,17428,20768,Green Fern Journal ,18.0,6.95,125.1,United Kingdom,125.10000000000001
489658,2009-12-01 17:31:00,15485,21499,Blue Spots  Wrap,25.0,6.95,173.75,United Kingdom,173.75
489658,2009-12-01 17:31:00,15485,21498,Red Spots  Wrap ,50.0,6.95,347.5,United Kingdom,347.5
489658,2009-12-01 17:31:00,15485,15056BL,Edwardian Parasol Black,12.0,6.95,83.4,United Kingdom,83.4
489658,2009-12-01 17:31:00,15485,20679,Edwardian Parasol Red,12.0,6.95,83.4,United Kingdom,83.4
489658,2009-12-01 17:31:00,15485,15056N,Edwardian Parasol Natural,12.0,6.95,83.4,United Kingdom,83.4
489658,2009-12-01 17:31:00,15485,72008,Frosted Box 9 White T-Light Candles,12.0,6.95,83.4,United Kingdom,83.4
489658,2009-12-01 17:31:00,15485,20886,Box Of 9 Pebble Candles,24.0,6.95,166.8,United Kingdom,166.8
489658,2009-12-01 17:31:00,15485,22193,Red Diner Wall Clock,4.0,6.95,27.8,United Kingdom,27.8
489658,2009-12-01 17:31:00,15485,22191,Eau De Nil Diner Wall Clock,3.0,6.95,20.85,United Kingdom,20.85
489658,2009-12-01 17:31:00,15485,82494L,Wooden Frame Antique White ,6.0,6.95,41.7,United Kingdom,41.7
489658,2009-12-01 17:31:00,15485,22192,Blue Diner Wall Clock,2.0,6.95,13.9,United Kingdom,13.9
489658,2009-12-01 17:31:00,15485,22115,Metal Sign Empire Tea,12.0,6.95,83.4,United Kingdom,83.4
489658,2009-12-01 17:31:00,15485,82597,Bombs Away Metal Sign,12.0,6.95,83.4,United Kingdom,83.4
489658,2009-12-01 17:31:00,15485,21912,Vintage Snakes & Ladders,9.0,6.95,62.55,United Kingdom,62.550000000000004
489658,2009-12-01 17:31:00,15485,21888,Bingo Set,9.0,6.95,62.55,United Kingdom,62.550000000000004
489658,2009-12-01 17:31:00,15485,79323P,Pink Cherry Lights,6.0,6.95,41.7,United Kingdom,41.7
489658,2009-12-01 17:31:00,15485,79323W, White Cherry Lights,6.0,6.95,41.7,United Kingdom,41.7
489658,2009-12-01 17:31:00,15485,79323S, Silver Cherry Lights,6.0,6.95,41.7,United Kingdom,41.7
489658,2009-12-01 17:31:00,15485,79323LP,Light Pink Cherry Lights,6.0,6.95,41.7,United Kingdom,41.7
489658,2009-12-01 17:31:00,15485,85047,White Beaded Garland String 20Light,15.0,6.95,104.25,United Kingdom,104.25
489658,2009-12-01 17:31:00,15485,22194,Black Diner Wall Clock,6.0,6.95,41.7,United Kingdom,41.7
489661,2009-12-01 17:45:00,17246,40016,Chinese Dragon Paper Lanterns,24.0,6.95,166.8,United Kingdom,166.8
489661,2009-12-01 17:45:00,17246,15044B,Blue Paper Parasol ,1.0,6.95,6.95,United Kingdom,6.95
489661,2009-12-01 17:45:00,17246,15044D,Red Paper Parasol,2.0,6.95,13.9,United Kingdom,13.9
489661,2009-12-01 17:45:00,17246,15036,Assorted Colours Silk Fan,7.0,6.95,48.65,United Kingdom,48.65
489662,2009-12-01 17:50:00,15485,22086,Paper Chain Kit 50'S Christmas ,25.0,6.95,173.75,United Kingdom,173.75
489664,2009-12-01 18:03:00,14061,21737,Set 3 Wicker Log Baskets,1.0,6.95,6.95,United Kingdom,6.95
489664,2009-12-01 18:03:00,14061,84814B,Rhombus Crystal Perfume Bottle,4.0,6.95,27.8,United Kingdom,27.8
489664,2009-12-01 18:03:00,14061,79323P,Pink Cherry Lights,5.0,6.95,34.75,United Kingdom,34.75
489664,2009-12-01 18:03:00,14061,79341,Willow Branch Lights.,5.0,6.95,34.75,United Kingdom,34.75
489664,2009-12-01 18:03:00,14061,79323GR,Green Cherry Lights,2.0,6.95,13.9,United Kingdom,13.9
489664,2009-12-01 18:03:00,14061,79323W, White Cherry Lights,2.0,6.95,13.9,United Kingdom,13.9
489664,2009-12-01 18:03:00,14061,79323B,Black Cherry Lights,4.0,6.95,27.8,United Kingdom,27.8
489664,2009-12-01 18:03:00,14061,79323G,Gold  Cherry Lights,5.0,6.95,34.75,United Kingdom,34.75
489664,2009-12-01 18:03:00,14061,79323S, Silver Cherry Lights,5.0,6.95,34.75,United Kingdom,34.75
489664,2009-12-01 18:03:00,14061,84360,Table Lamp White Shade Wood Base,12.0,6.95,83.4,United Kingdom,83.4
489664,2009-12-01 18:03:00,14061,84358,Floor Lamp Shade Wood Base,12.0,6.95,83.4,United Kingdom,83.4
489665,2009-12-01 18:07:00,14108,22101,Mirror Mosaic Votive Holder,36.0,6.95,250.2,United Kingdom,250.20000000000002
489665,2009-12-01 18:07:00,14108,22065,Christmas Pudding Trinket Pot ,12.0,6.95,83.4,United Kingdom,83.4
489665,2009-12-01 18:07:00,14108,22349,"Dog Bowl , Chasing Ball Design",6.0,6.95,41.7,United Kingdom,41.7
489665,2009-12-01 18:07:00,14108,22350,Cat Bowl ,6.0,6.95,41.7,United Kingdom,41.7
489665,2009-12-01 18:07:00,14108,20870,Opulent Velvet Candle In Box,18.0,6.95,125.1,United Kingdom,125.10000000000001
489665,2009-12-01 18:07:00,14108,85071B,Red Charlie+Lola Personal Doorsign,6.0,6.95,41.7,United Kingdom,41.7
489665,2009-12-01 18:07:00,14108,85071A,Blue Charlie+Lola Personal Doorsign,6.0,6.95,41.7,United Kingdom,41.7
489665,2009-12-01 18:07:00,14108,22142,Christmas Craft White Fairy ,12.0,6.95,83.4,United Kingdom,83.4
489665,2009-12-01 18:07:00,14108,85123A,White Hanging Heart T-Light Holder,12.0,6.95,83.4,United Kingdom,83.4
489665,2009-12-01 18:07:00,14108,85174,S/4 Cacti Candles,4.0,6.95,27.8,United Kingdom,27.8
489666,2009-12-01 18:13:00,13648,22337,Angel Decoration Painted Zinc ,24.0,6.95,166.8,United Kingdom,166.8
489666,2009-12-01 18:13:00,13648,84920,Pink Flower Fabric Pony,4.0,6.95,27.8,United Kingdom,27.8
489666,2009-12-01 18:13:00,13648,20665,Red Spotty Purse ,6.0,6.95,41.7,United Kingdom,41.7
489666,2009-12-01 18:13:00,13648,21826,Eight Piece Dinosaur Set,12.0,6.95,83.4,United Kingdom,83.4
489666,2009-12-01 18:13:00,13648,21811,Christmas Hanging Heart With Bell,12.0,6.95,83.4,United Kingdom,83.4
489666,2009-12-01 18:13:00,13648,21805,White Christmas Tree Decoration ,36.0,6.95,250.2,United Kingdom,250.20000000000002
489666,2009-12-01 18:13:00,13648,21806,White Christmas Heart Decoration,36.0,6.95,250.2,United Kingdom,250.20000000000002
489666,2009-12-01 18:13:00,13648,21411,Gingham Heart  Doorstop Red,3.0,6.95,20.85,United Kingdom,20.85
489666,2009-12-01 18:13:00,13648,84832,Zinc Willie Winkie  Candle Stick,12.0,6.95,83.4,United Kingdom,83.4
489666,2009-12-01 18:13:00,13648,22114,Hot Water Bottle Tea And Sympathy,4.0,6.95,27.8,United Kingdom,27.8
489666,2009-12-01 18:13:00,13648,22071,Small Retro Spot Mug In Box  White,6.0,6.95,41.7,United Kingdom,41.7
489666,2009-12-01 18:13:00,13648,21039,Red Spotty Shopping Bag,6.0,6.95,41.7,United Kingdom,41.7
489666,2009-12-01 18:13:00,13648,20754,Retro Red Spotty Washing Up Gloves,6.0,6.95,41.7,United Kingdom,41.7
489666,2009-12-01 18:13:00,13648,22297,Heart Ivory Trellis Small,24.0,6.95,166.8,United Kingdom,166.8
489666,2009-12-01 18:13:00,13648,85123A,White Hanging Heart T-Light Holder,12.0,6.95,83.4,United Kingdom,83.4
489667,2009-12-01 18:35:00,16563,21133,Painted Bird Assorted Christmas,12.0,6.95,83.4,United Kingdom,83.4
489667,2009-12-01 18:35:00,16563,84879,Assorted Colour Bird Ornament,24.0,6.95,166.8,United Kingdom,166.8
489667,2009-12-01 18:35:00,16563,16156S,Wrap Pink Fairy Cakes ,25.0,6.95,173.75,United Kingdom,173.75
489667,2009-12-01 18:35:00,16563,20765,Chrysanthemum Sketchbook ,32.0,6.95,222.4,United Kingdom,222.4
489667,2009-12-01 18:35:00,16563,82001S,Vinyl Record Frame Silver,24.0,6.95,166.8,United Kingdom,166.8
489667,2009-12-01 18:35:00,16563,21137,Black Record Cover Frame,24.0,6.95,166.8,United Kingdom,166.8
489667,2009-12-01 18:35:00,16563,22246,"Garland, Magic Garden 1.8M",12.0,6.95,83.4,United Kingdom,83.4
489667,2009-12-01 18:35:00,16563,22187,Green Christmas Tree Card Holder,24.0,6.95,166.8,United Kingdom,166.8
489667,2009-12-01 18:35:00,16563,85123A,White Hanging Heart T-Light Holder,32.0,6.95,222.4,United Kingdom,222.4
489667,2009-12-01 18:35:00,16563,84946,Antique Silver Tea Glass Etched,12.0,6.95,83.4,United Kingdom,83.4
489668,2009-12-01 19:19:00,16701,21493, Vintage Design Gift Tags,24.0,6.95,166.8,United Kingdom,166.8
489668,2009-12-01 19:19:00,16701,20750, Red/White Dot Mini Cases,12.0,6.95,83.4,United Kingdom,83.4
489668,2009-12-01 19:19:00,16701,21868,Potting Shed Tea Mug,24.0,6.95,166.8,United Kingdom,166.8
489668,2009-12-01 19:19:00,16701,22192,Blue Diner Wall Clock,2.0,6.95,13.9,United Kingdom,13.9
489668,2009-12-01 19:19:00,16701,22193,Red Diner Wall Clock,4.0,6.95,27.8,United Kingdom,27.8
489668,2009-12-01 19:19:00,16701,21479,White Skull Hot Water Bottle ,12.0,6.95,83.4,United Kingdom,83.4
489668,2009-12-01 19:19:00,16701,21490,Set Of Three 50'S Gift Wraps ,48.0,6.95,333.6,United Kingdom,333.6
489668,2009-12-01 19:19:00,16701,21877,Home Sweet Home Mug,72.0,6.95,500.4,United Kingdom,500.40000000000003
489669,2009-12-02 08:15:00,12842,21733,Red Hanging Heart T-Light Holder,24.0,6.95,166.8,United Kingdom,166.8
489669,2009-12-02 08:15:00,12842,84970S,Hanging Heart Zinc T-Light Holder,24.0,6.95,166.8,United Kingdom,166.8
489669,2009-12-02 08:15:00,12842,22086,Paper Chain Kit 50'S Christmas ,120.0,6.95,834.0,United Kingdom,834.0
489670,2009-12-02 08:16:00,14302,21527,Retro Spot Traditional Teapot ,4.0,6.95,27.8,United Kingdom,27.8
489670,2009-12-02 08:16:00,14302,22114,Hot Water Bottle Tea And Sympathy,24.0,6.95,166.8,United Kingdom,166.8
489671,2009-12-02 08:58:00,14135,51008,Afghan Slipper Sock Pair,50.0,6.95,347.5,United Kingdom,347.5
489671,2009-12-02 08:58:00,14135,21484,Chick Grey Hot Water Bottle,36.0,6.95,250.2,United Kingdom,250.20000000000002
489671,2009-12-02 08:58:00,14135,21212,Pack Of 72 Retro Spot Cake Cases,120.0,6.95,834.0,United Kingdom,834.0
489671,2009-12-02 08:58:00,14135,21975,Pack Of 60 Dinosaur Cake Cases,120.0,6.95,834.0,United Kingdom,834.0
489671,2009-12-02 08:58:00,14135,21977,Pack Of 60 Pink Paisley Cake Cases,120.0,6.95,834.0,United Kingdom,834.0
489671,2009-12-02 08:58:00,14135,84992,72 Sweetheart Fairy Cake Cases,120.0,6.95,834.0,United Kingdom,834.0
489671,2009-12-02 08:58:00,14135,21543,Butterfly Water Transfer Tattoos ,200.0,6.95,1390.0,United Kingdom,1390.0
489671,2009-12-02 08:58:00,14135,21541,Dinosaurs Water Transfer Tattoos ,200.0,6.95,1390.0,United Kingdom,1390.0
489672,2009-12-02 09:21:00,14831,20676,Red Spotty Bowl,16.0,6.95,111.2,United Kingdom,111.2
489672,2009-12-02 09:21:00,14831,21241,Green Spotty Cup,16.0,6.95,111.2,United Kingdom,111.2
489672,2009-12-02 09:21:00,14831,21238,Red Spotty Cup,16.0,6.95,111.2,United Kingdom,111.2
489672,2009-12-02 09:21:00,14831,21485,Red Spot Heart Hot Water Bottle,6.0,6.95,41.7,United Kingdom,41.7
489672,2009-12-02 09:21:00,14831,84997B,Red 3 Piece Mini Dots Cutlery Set,6.0,6.95,41.7,United Kingdom,41.7
489672,2009-12-02 09:21:00,14831,84997A,Green 3 Piece Mini Dots Cutlery Set,6.0,6.95,41.7,United Kingdom,41.7
489672,2009-12-02 09:21:00,14831,21975,Pack Of 60 Dinosaur Cake Cases,24.0,6.95,166.8,United Kingdom,166.8
489672,2009-12-02 09:21:00,14831,22138,Baking Set 9 Piece Retrospot ,3.0,6.95,20.85,United Kingdom,20.85
489672,2009-12-02 09:21:00,14831,21396,Red Spotty Egg Cup ,12.0,6.95,83.4,United Kingdom,83.4
489672,2009-12-02 09:21:00,14831,21086,Set/6 Red Spotty Paper Cups,12.0,6.95,83.4,United Kingdom,83.4
489672,2009-12-02 09:21:00,14831,21094,Set/6 Red Spotty Paper Plates,12.0,6.95,83.4,United Kingdom,83.4
489672,2009-12-02 09:21:00,14831,21843,Retro Spot Cake Stand,6.0,6.95,41.7,United Kingdom,41.7
489672,2009-12-02 09:21:00,14831,21539,Retro Spots Butter Dish,3.0,6.95,20.85,United Kingdom,20.85
489672,2009-12-02 09:21:00,14831,21535,Retro Spot Small Milk Jug,6.0,6.95,41.7,United Kingdom,41.7
489672,2009-12-02 09:21:00,14831,21527,Retro Spot Traditional Teapot ,4.0,6.95,27.8,United Kingdom,27.8
489672,2009-12-02 09:21:00,14831,21218,Red Spotty Biscuit Tin,6.0,6.95,41.7,United Kingdom,41.7
489672,2009-12-02 09:21:00,14831,21217,Red Spotty Round Cake Tins,4.0,6.95,27.8,United Kingdom,27.8
489672,2009-12-02 09:21:00,14831,21216,"Set 3 Red Spot Tin Tea,Coffee,Sugar",4.0,6.95,27.8,United Kingdom,27.8
489672,2009-12-02 09:21:00,14831,21212,Pack Of 72 Retro Spot Cake Cases,48.0,6.95,333.6,United Kingdom,333.6
489672,2009-12-02 09:21:00,14831,20913,Set/5 Blue Spotty Lid Glass Bowls,6.0,6.95,41.7,United Kingdom,41.7
489672,2009-12-02 09:21:00,14831,20914,Set/5 Red Spotty Lid Glass Bowls,6.0,6.95,41.7,United Kingdom,41.7
489672,2009-12-02 09:21:00,14831,47591D,Pink Fairy Cake Child'S Apron,8.0,6.95,55.6,United Kingdom,55.6
489672,2009-12-02 09:21:00,14831,84992,72 Sweetheart Fairy Cake Cases,24.0,6.95,166.8,United Kingdom,166.8
489672,2009-12-02 09:21:00,14831,21977,Pack Of 60 Pink Paisley Cake Cases,24.0,6.95,166.8,United Kingdom,166.8
489672,2009-12-02 09:21:00,14831,21107,Cream Slice Flannel Pink Spot ,12.0,6.95,83.4,United Kingdom,83.4
489672,2009-12-02 09:21:00,14831,79072,Teatime Cake Tin With Handle,4.0,6.95,27.8,United Kingdom,27.8
489672,2009-12-02 09:21:00,14831,84510B,Set Of 4 Fairy Cakes Coasters ,10.0,6.95,69.5,United Kingdom,69.5
489672,2009-12-02 09:21:00,14831,84509B,Fairy Cake Placemats,4.0,6.95,27.8,United Kingdom,27.8
489672,2009-12-02 09:21:00,14831,84991,60 Teatime Fairy Cake Cases,72.0,6.95,500.4,United Kingdom,500.40000000000003
489672,2009-12-02 09:21:00,14831,84987,Set Of 36 Teatime Paper Doilies,24.0,6.95,166.8,United Kingdom,166.8
489672,2009-12-02 09:21:00,14831,37503,Tea Time Cake Stand In Gift Box,8.0,6.95,55.6,United Kingdom,55.6
489672,2009-12-02 09:21:00,14831,72741,Grand Chocolatecandle,9.0,6.95,62.55,United Kingdom,62.550000000000004
489673,2009-12-02 09:23:00,14831,22195,Heart Measuring Spoons Large,12.0,6.95,83.4,United Kingdom,83.4
489673,2009-12-02 09:23:00,14831,21658,Glass  Beurre Dish,4.0,6.95,27.8,United Kingdom,27.8
489673,2009-12-02 09:23:00,14831,22197,"Popcorn Holder , Small ",12.0,6.95,83.4,United Kingdom,83.4
489673,2009-12-02 09:23:00,14831,21531,Retro Spot Sugar Jam Bowl,6.0,6.95,41.7,United Kingdom,41.7
489674,2009-12-02 09:35:00,15602,22336,Dove Decoration Painted Zinc ,24.0,6.95,166.8,United Kingdom,166.8
489674,2009-12-02 09:35:00,15602,22339,Christmas Tree Painted Zinc ,24.0,6.95,166.8,United Kingdom,166.8
489674,2009-12-02 09:35:00,15602,22338,Star Decoration Painted Zinc ,24.0,6.95,166.8,United Kingdom,166.8
489674,2009-12-02 09:35:00,15602,22335,Heart Decoration Painted Zinc ,24.0,6.95,166.8,United Kingdom,166.8
489674,2009-12-02 09:35:00,15602,21811,Christmas Hanging Heart With Bell,12.0,6.95,83.4,United Kingdom,83.4
489674,2009-12-02 09:35:00,15602,21809,Christmas Hanging Tree With Bell,12.0,6.95,83.4,United Kingdom,83.4
489674,2009-12-02 09:35:00,15602,21810,Christmas Hanging Star With Bell,12.0,6.95,83.4,United Kingdom,83.4
489674,2009-12-02 09:35:00,15602,21351,Cinammon & Orange Wreath,6.0,6.95,41.7,United Kingdom,41.7
489674,2009-12-02 09:35:00,15602,21349,Ivy Heart Wreath,2.0,6.95,13.9,United Kingdom,13.9
489674,2009-12-02 09:35:00,15602,22153,Angel Decoration Stars On Dress,48.0,6.95,333.6,United Kingdom,333.6
489674,2009-12-02 09:35:00,15602,85112,S/3 Tear Drop Cut Glass Decoration,12.0,6.95,83.4,United Kingdom,83.4
